index,question_type,original_answer,ground_truth,open_ended_correct,open_ended_q1_correct,open_ended_q2_correct,open_ended_q3_correct,open_ended_q4_correct
907,diagnosis,B,Gram-negative bacterial infection,False,True,False,True,False
908,diagnosis,D,Osteomyelitis,False,True,False,False,False
909,explanation,B,Aspiration of mixed normal oral flora into the lungs,False,False,False,False,False
910,diagnosis,A,Embryonal carcinoma,False,False,False,False,False
911,explanation,B,Infection with herpes simplex virus,True,True,True,False,True
912,diagnosis,A,Hereditary angioedema,True,True,True,False,True
913,explanation,C,Chronic obstructive pulmonary disease,True,False,False,False,False
914,explanation,D,Mycoplasma pneumoniae infection,True,True,False,False,False
915,diagnosis,B,Craniopharyngioma,False,False,False,False,False
916,diagnosis,E,ELISA for parvovirus B-19 IgM and IgG antibodies,True,False,False,False,False
917,diagnosis,D,Acute myelogenous leukemia,True,True,True,True,True
918,diagnosis,B,Malassezia furfur,True,False,False,False,False
919,diagnosis,F,Cardiac tamponade,True,True,True,True,True
920,explanation,B,Ileus,True,True,True,False,True
921,diagnosis,B,Primary hyperparathyroidism,False,False,False,False,False
922,diagnosis,E,Disseminated gonococcal infection,True,True,True,False,True
923,diagnosis,D,Neuroleptic malignant syndrome,True,True,True,False,True
924,cause,A,Aplastic anemia,True,True,True,True,True
925,cause,A,ABO incompatibility,True,True,True,True,True
926,diagnosis,E,Branchial cleft cyst,True,True,True,False,True
927,syndrome,E,Uncal herniation,True,True,True,False,False
928,diagnosis,C,Trigeminal neuralgia,True,True,True,False,True
929,diagnosis,C,Borderline personality disorder,True,True,True,True,True
930,diagnosis,C,Schizophreniform disorder,True,True,True,False,True
931,diagnosis,A,Clear cell adenocarcinoma,False,False,False,False,False
932,diagnosis,A,Apical lung tumor,True,True,True,False,True
933,diagnosis,E,Polyostotic fibrous dysplasia,False,False,False,False,False
934,diagnosis,C,Carotid hypersensitivity syndrome,True,True,True,False,True
935,diagnosis,D,Tamponade,True,True,True,False,True
936,diagnosis,D,Vascular dementia,True,True,True,False,True
937,findings,C,Placenta over the cervical os,True,False,True,True,True
938,diagnosis,E,Rupture of a berry aneurysm,True,True,True,False,True
939,cause,D,Chronic hypertension,True,True,True,True,True
940,cause,B,Aortoiliac atherosclerosis,True,True,True,True,True
941,diagnosis,E,Spelunking,False,False,False,False,False
942,cause,A,Panic attack,True,True,True,True,True
943,diagnosis,D,Toxin production from gram-positive bacteria,False,False,False,False,False
944,diagnosis,A,Adenocarcinoma,True,True,True,False,True
945,diagnosis,A,Autoimmune destruction of red blood cells,True,False,True,False,True
946,diagnosis,D,Atrial fibrillation,False,False,False,False,False
947,diagnosis,E,Small cell carcinoma of the lung,True,False,False,False,False
948,diagnosis,C,Non-exertional heat stroke,True,True,True,False,True
